boxtxt,costtomake,dateofshipment,weightofshipment,shipmentinsurrancecost,basevalue,storetxt,region_name,currentcostofshipment,valueofshipment,Total_Value,Total_V_NEW_Metric
FD311219,2.6,04/14/2019,46.1,2.6,143,TX253172,Region #1,15.1,2156.4,2117.1,2112.9
GD341420,2.8,12/05/2019,37.9,3.1,171,TX253172,Region #1,13.1,2578.7,2537.8,2541
GJ331220,3.1,04/24/2019,50.2,2.7,155,TX253172,Region #1,16.7,2337.4,2292.6,2289.3
KQ264020,2.9,10/15/2019,31.7,2.8,185,TX253172,Region #1,11.5,2789.8,2757.6,2756.7
MA101120,2.1,10/08/2019,40.6,2.6,136,TX253172,Region #1,13.1,2050.9,2016.7,2013
NC103116,2.3,01/19/2019,7.2,3.2,117,TX253172,Region #1,4.2,1764.4,1750.8,1752.1
NC103116,2.3,07/17/2019,8.3,2.8,183,TX253172,Region #1,4.5,2759.6,2747,2746.5
QH401919,2.4,06/01/2019,33.5,2.4,94,TX253172,Region #1,11.4,1417.5,1389.5,1384.5
QH401919,2.4,12/14/2019,27.1,3,119,TX253172,Region #1,9.7,1794.5,1765.8,1766.5
QH401919,2.4,04/20/2019,45.7,2.8,96,TX253172,Region #1,14.7,1447.7,1406.3,1405.2
BQ261014,2.6,04/20/2019,7.5,2.8,172,TX253184,Region #1,4.7,2593.8,2580.9,2580.3
DG282516,2.8,07/09/2019,46.2,3.7,155,TX253184,Region #1,15.3,2337.4,2281.6,2293.4
DM481414,2.6,08/17/2019,23.3,3.5,193,TX253184,Region #1,8.9,2910.4,2879,2884.9
DX301310,3.9,04/18/2019,9.2,3.8,192,TX253184,Region #1,6.4,2895.4,2870.9,2876.9
DX301310,3.9,07/14/2019,9.9,3.8,194,TX253184,Region #1,6.6,2925.5,2900.8,2906.5
DX301310,3.9,11/04/2019,50.4,2.5,151,TX253184,Region #1,17.5,2277.1,2232.5,2226.6
DX301310,3.9,12/08/2019,13.6,3,120,TX253184,Region #1,7.6,1809.6,1786.6,1787.7
EC423810,3.7,10/19/2019,38.8,2.9,96,TX253184,Region #1,14.2,1447.7,1407.1,1406.8
FD311219,2.6,11/24/2019,7.1,3.1,137,TX253184,Region #1,4.5,2066,2051.7,2052.8
KH102813,1.2,10/08/2019,41.3,3.8,141,TX253184,Region #1,12.4,2126.3,2079.8,2090.6
KQ264020,2.9,10/18/2019,20.6,3.1,135,TX253184,Region #1,8.5,2035.8,2010,2011.3
KQ264020,2.9,01/23/2019,18.4,3,136,TX253184,Region #1,7.9,2050.9,2027.1,2028.1
DA251912,2.4,04/17/2019,7.4,3.1,168,TX253187,Region #1,4.4,2533.4,2520,2520.9
DA251912,2.4,02/15/2019,19.3,2.5,139,TX253187,Region #1,7.6,2096.1,2077.6,2074.3
DX301310,3.9,08/02/2019,6.5,2.5,114,TX253187,Region #1,5.7,1719.1,1705.2,1702.8
DX301310,3.9,10/24/2019,7.7,3.2,168,TX253187,Region #1,6,2533.4,2514.4,2516.1
DX301310,3.9,02/16/2019,49.2,2.7,124,TX253187,Region #1,17.2,1869.9,1823.8,1820.3
FD311219,2.6,07/20/2019,24.2,3.7,121,TX253187,Region #1,9.2,1824.7,1791.1,1798.2
GD341420,2.8,12/22/2019,13.5,3.5,181,TX253187,Region #1,6.5,2729.5,2706.7,2710.9
GD341420,2.8,04/21/2019,51,2.7,173,TX253187,Region #1,16.6,2608.8,2564.8,2561
GJ331220,3.1,01/21/2019,37.3,2.5,155,TX253187,Region #1,13.2,2337.4,2305.1,2299.4
KH102813,1.2,09/17/2019,18.7,3.3,151,TX253187,Region #1,6.3,2277.1,2256.2,2259
KQ264020,2.9,11/24/2019,8.3,2.5,108,TX253187,Region #1,5.2,1628.6,1615.9,1613.8
KQ264020,2.9,02/04/2019,15.8,3.3,112,TX253187,Region #1,7.2,1689,1665,1668.2
QH401919,2.4,04/06/2019,32.1,3.7,132,TX253187,Region #1,11.1,1990.6,1950.1,1958.6
BQ261014,2.6,09/21/2019,43.9,3.3,97,TX253190,Region #1,14.5,1462.8,1414.4,1420.9
BQ261014,2.6,09/24/2019,41.9,3.4,95,TX253190,Region #1,14,1432.6,1385.5,1392.3
DM481414,2.6,02/21/2019,48,2.9,104,TX253190,Region #1,15.5,1568.3,1522.8,1523.5
DX301310,3.9,08/03/2019,5.8,2.1,94,TX253190,Region #1,5.5,1417.5,1406,1401.7
DX301310,3.9,05/03/2019,34.3,2.7,187,TX253190,Region #1,13.2,2820,2785,2781.9
GD341420,2.8,05/03/2019,8.6,2.8,127,TX253190,Region #1,5.1,1915.2,1901,1900.3
GJ331220,3.1,03/05/2019,36.8,2.6,158,TX253190,Region #1,13,2382.6,2348.4,2345
NC103116,2.3,12/03/2019,34.3,2.8,155,TX253190,Region #1,11.6,2337.4,2304.7,2304
NC103116,2.3,08/04/2019,29.2,3.7,95,TX253190,Region #1,10.2,1432.6,1395.3,1403.2
BQ261014,2.6,08/05/2019,50.2,3.2,130,TX253191,Region #1,16.2,1960.4,1908.3,1913.6
BQ261014,2.6,03/15/2019,33.9,3.1,91,TX253191,Region #1,11.8,1372.3,1336,1338.3
DG282516,2.8,12/06/2019,23.4,2.7,175,TX253191,Region #1,9.1,2639,2613.9,2612.7
DG282516,2.8,08/19/2019,47.7,2.4,179,TX253191,Region #1,15.7,2699.3,2662,2654.1
DM481414,2.6,07/14/2019,11.6,2.6,137,TX253191,Region #1,5.7,2066,2051.1,2049.5
DM481414,2.6,07/19/2019,36.1,2.6,165,TX253191,Region #1,12.3,2488.2,2456.1,2452.7
DX301310,3.9,11/04/2019,5.5,3.1,98,TX253191,Region #1,5.4,1477.8,1461.3,1462.3
DX301310,3.9,08/09/2019,8.9,3.8,172,TX253191,Region #1,6.3,2593.8,2569.6,2575.5
EC423810,3.7,07/07/2019,26.3,2.6,184,TX253191,Region #1,10.8,2774.7,2746.4,2743.6
EC423810,3.7,07/19/2019,39.9,2.9,188,TX253191,Region #1,14.5,2835,2793.7,2793.3
FD311219,2.6,01/12/2019,33.2,3.5,106,TX253191,Region #1,11.6,1598.5,1557.4,1565
GD341420,2.8,02/19/2019,44.3,2.8,160,TX253191,Region #1,14.8,2412.8,2371.6,2370.1
GD341420,2.8,05/07/2019,49.8,2.4,135,TX253191,Region #1,16.3,2035.8,1996.9,1988.9
GD341420,2.8,04/17/2019,17.7,3.3,101,TX253191,Region #1,7.6,1523.1,1497.7,1501.1
GD341420,2.8,03/22/2019,19.7,2.7,186,TX253191,Region #1,8.2,2804.9,2783,2781.4
GJ331220,3.1,08/22/2019,36.9,3,169,TX253191,Region #1,13.1,2548.5,2509.8,2510.8
MA101120,2.1,01/22/2019,45.4,2.9,132,TX253191,Region #1,14.4,1990.6,1948.4,1949
MA101120,2.1,12/13/2019,35.2,2.9,106,TX253191,Region #1,11.7,1598.5,1565,1564.8
MA101120,2.1,12/25/2019,18.5,2.4,111,TX253191,Region #1,7.1,1673.9,1656.9,1653.3
QH401919,2.4,05/21/2019,20.2,2.9,103,TX253191,Region #1,7.8,1553.2,1530.8,1530.6
QH401919,2.4,07/23/2019,5.2,3.1,129,TX253191,Region #1,3.8,1945.3,1933.6,1934.4
DG282516,2.8,07/09/2019,50.2,3.3,127,TX253192,Region #1,16.3,1915.2,1861.9,1868
DG282516,2.8,12/07/2019,35.4,3,136,TX253192,Region #1,12.3,2050.9,2013.5,2015.3
DX301310,3.9,12/23/2019,24.2,3,138,TX253192,Region #1,10.4,2081,2049.9,2050.9
DX301310,3.9,03/03/2019,5.4,3.1,129,TX253192,Region #1,5.4,1945.3,1928.5,1929.8
EC423810,3.7,02/13/2019,14.3,2.9,138,TX253192,Region #1,7.5,2081,2059.4,2059.3
KH102813,1.2,07/07/2019,41.8,3,113,TX253192,Region #1,12.5,1704,1667,1668
KH102813,1.2,01/08/2019,11.1,2.7,167,TX253192,Region #1,4.2,2518.4,2507.1,2506.3
KQ264020,2.9,01/21/2019,47.8,2.9,142,TX253192,Region #1,15.8,2141.4,2095.8,2095.7
KQ264020,2.9,08/24/2019,29.5,2.4,103,TX253192,Region #1,10.9,1553.2,1527.2,1521.8
NC103116,2.3,02/08/2019,50.4,3.4,153,TX253192,Region #1,15.9,2307.2,2253.8,2261.3
QH401919,2.4,09/24/2019,6.8,3,149,TX253192,Region #1,4.2,2246.9,2234.3,2234.7
DA251912,2.4,06/25/2019,5.1,2.7,169,TX253193,Region #1,3.7,2548.5,2538.5,2537.8
DG282516,2.8,10/24/2019,49.3,2.8,133,TX253193,Region #1,16.1,2005.6,1960.2,1959.2
DG282516,2.8,08/03/2019,10.7,3,166,TX253193,Region #1,5.7,2503.3,2486.1,2486.9
DX301310,3.9,09/03/2019,39.3,3.1,93,TX253193,Region #1,14.5,1402.4,1357.7,1360.5
GD341420,2.8,11/20/2019,22.6,3,123,TX253193,Region #1,8.9,1854.8,1828,1829.1
GJ331220,3.1,04/24/2019,14.6,2.7,143,TX253193,Region #1,7,2156.4,2137.4,2136.1
KH102813,1.2,09/08/2019,5.6,3,163,TX253193,Region #1,2.7,2458,2449.8,2450.2
NC103116,2.3,07/17/2019,39.3,2.3,153,TX253193,Region #1,12.9,2307.2,2277,2270
QH401919,2.4,02/05/2019,32.7,2.5,137,TX253193,Region #1,11.2,2066,2038.5,2033.6
DA251912,2.4,10/15/2019,36.6,2.8,180,TX253195,Region #1,12.2,2714.4,2680,2679.1
DM481414,2.6,04/19/2019,15.4,2.8,189,TX253195,Region #1,6.7,2850.1,2831.6,2830.7
DM481414,2.6,12/06/2019,5.9,3.5,129,TX253195,Region #1,4.2,1945.3,1931,1933.3
DM481414,2.6,04/16/2019,42.9,2.7,179,TX253195,Region #1,14.1,2699.3,2661.2,2658.5
EC423810,3.7,03/13/2019,49.2,3.3,102,TX253195,Region #1,17,1538.2,1481.5,1489.2
KH102813,1.2,06/09/2019,40.6,2.7,179,TX253195,Region #1,12.2,2699.3,2667,2664.2
KH102813,1.2,11/13/2019,16.5,2.9,109,TX253195,Region #1,5.7,1643.7,1627.2,1627.4
KH102813,1.2,05/20/2019,21.6,2.7,179,TX253195,Region #1,7,2699.3,2680.6,2679
MA101120,2.1,08/07/2019,22.7,3.8,187,TX253195,Region #1,8.3,2820,2788.8,2796
MA101120,2.1,12/12/2019,26,2.7,126,TX253195,Region #1,9.2,1900.1,1875.7,1873.6
QH401919,2.4,08/25/2019,28.6,3.3,170,TX253195,Region #1,10.1,2563.6,2529.9,2534.4
BQ261014,2.6,12/04/2019,48.4,3.4,164,TX253199,Region #1,15.7,2473.1,2419.1,2427.8
BQ261014,2.6,02/20/2019,39.6,3,135,TX253199,Region #1,13.3,2035.8,1996.1,1997.3
DA251912,2.4,05/17/2019,29.7,3,148,TX253199,Region #1,10.4,2231.8,2200.9,2201.9
DG282516,2.8,03/21/2019,35.5,2.5,140,TX253199,Region #1,12.4,2111.2,2079.7,2075.5
DX301310,3.9,11/01/2019,36.8,2.6,144,TX253199,Region #1,13.9,2171.5,2135.4,2131.5
EC423810,3.7,02/04/2019,46.5,2.5,144,TX253199,Region #1,16.2,2171.5,2130.2,2124.6
GJ331220,3.1,10/25/2019,20.9,2.8,160,TX253199,Region #1,8.7,2412.8,2388.7,2387.6
KH102813,1.2,12/04/2019,18.2,3.1,90,TX253199,Region #1,6.1,1357.2,1338.1,1339.6
MA101120,2.1,07/12/2019,8,2.8,193,TX253199,Region #1,4.3,2910.4,2898.3,2898
NC103116,2.3,07/08/2019,8.5,2.7,128,TX253199,Region #1,4.6,1930.2,1918,1917
NC103116,2.3,01/19/2019,49.5,2.6,112,TX253199,Region #1,15.7,1689,1648.1,1643.7
BQ261014,2.6,10/25/2019,48.7,3,113,TX253200,Region #1,15.8,1704,1656.9,1658.5
DA251912,2.4,05/19/2019,21.1,3,102,TX253200,Region #1,8,1538.2,1514.1,1514.9
EC423810,3.7,01/09/2019,19.3,3.8,122,TX253200,Region #1,8.9,1839.8,1805.7,1814.1
GJ331220,3.1,12/14/2019,5.8,3,170,TX253200,Region #1,4.7,2563.6,2549.7,2550.2
KH102813,1.2,05/13/2019,19.8,3,181,TX253200,Region #1,6.6,2729.5,2709.7,2710.5
KH102813,1.2,07/22/2019,44.2,3.5,186,TX253200,Region #1,13.2,2804.9,2759.1,2766.9
KQ264020,2.9,11/07/2019,30.4,3,141,TX253200,Region #1,11.1,2126.3,2093,2094.1
MA101120,2.1,04/02/2019,36.9,3,158,TX253200,Region #1,12.1,2382.6,2346.5,2347.7
MA101120,2.1,08/25/2019,25.8,3,94,TX253200,Region #1,9.1,1417.5,1390.1,1391.2
NC103116,2.3,06/18/2019,50.9,3.1,170,TX253200,Region #1,16,2563.6,2514.3,2517.3
QH401919,2.4,12/01/2019,44.8,3,106,TX253200,Region #1,14.5,1598.5,1554.8,1556.6
QH401919,2.4,04/18/2019,8.5,3.1,174,TX253200,Region #1,4.7,2623.9,2609.5,2610.4
QH401919,2.4,01/23/2019,7.8,3.5,141,TX253200,Region #1,4.5,2126.3,2110.3,2113.3
BQ261014,2.6,07/17/2019,35.2,3.1,167,OK712100,Region #2,12.2,2518.4,2481,2485.4
DG282516,2.8,07/13/2019,15.8,2.9,160,OK712100,Region #2,7.1,2412.8,2392.6,2393.6
DM481414,2.6,03/08/2019,29.1,3.7,145,OK712100,Region #2,10.4,2186.6,2148.1,2158.3
DX301310,3.9,11/23/2019,27.7,2.9,95,OK712100,Region #2,11.4,1432.6,1399,1401.6
EC423810,3.7,04/10/2019,21,2.5,137,OK712100,Region #2,9.4,2066,2042.8,2040.6
GD341420,2.8,08/11/2019,14.5,3.4,133,OK712100,Region #2,6.7,2005.6,1982.5,1987.3
KQ264020,2.9,11/12/2019,50.8,3.6,166,OK712100,Region #2,16.6,2503.3,2443.8,2458.1
MA101120,2.1,06/17/2019,47.8,2.8,162,OK712100,Region #2,15.1,2443,2401.5,2402.1
MA101120,2.1,04/18/2019,11.5,3.5,128,OK712100,Region #2,5.3,1930.2,1911.7,1915.9
BQ261014,2.6,04/18/2019,18.9,2.8,161,OK712102,Region #2,7.8,2427.9,2406.2,2406.8
DG282516,2.8,05/20/2019,37.3,3.9,183,OK712102,Region #2,12.9,2759.6,2710,2724.7
DM481414,2.6,06/15/2019,9.6,3.4,114,OK712102,Region #2,5.2,1719.1,1701.7,1705.1
DX301310,3.9,08/01/2019,22.8,2.6,117,OK712102,Region #2,10.1,1764.4,1738.6,1737
DX301310,3.9,01/21/2019,11.1,3.5,91,OK712102,Region #2,6.9,1372.3,1348.2,1353.5
GD341420,2.8,06/01/2019,32.7,3.7,125,OK712102,Region #2,11.7,1885,1842.4,1853.3
KH102813,1.2,05/22/2019,35.3,3.1,99,OK712102,Region #2,10.7,1492.9,1459.6,1463.7
KQ264020,2.9,05/24/2019,48.7,2.9,160,OK712102,Region #2,16.1,2412.8,2366,2369.1
QH401919,2.4,12/13/2019,48.8,2.9,170,OK712102,Region #2,15.6,2563.6,2519,2521.3
QH401919,2.4,01/22/2019,15.1,2.6,109,OK712102,Region #2,6.5,1643.7,1626.7,1626.2
BQ261014,2.6,07/17/2019,36.5,3.5,155,OK712104,Region #2,12.5,2337.4,2293.6,2303.5
DA251912,2.4,05/04/2019,7.2,3.7,92,OK712104,Region #2,4.3,1387.4,1371.4,1375.7
DA251912,2.4,09/08/2019,40.5,2.4,189,OK712104,Region #2,13.3,2850.1,2818.6,2814
DG282516,2.8,01/09/2019,30.7,2.9,125,OK712104,Region #2,11.1,1885,1853.1,1854.9
DX301310,3.9,01/12/2019,16.8,3.3,150,OK712104,Region #2,8.4,2262,2233.8,2239.1
EC423810,3.7,10/22/2019,10.5,2.8,180,OK712104,Region #2,6.5,2714.4,2696.2,2696.7
EC423810,3.7,08/05/2019,26,3.7,186,OK712104,Region #2,10.7,2804.9,2765.1,2775.8
FD311219,2.6,11/06/2019,26.5,3.1,93,OK712104,Region #2,9.8,1402.4,1371.6,1375.8
FD311219,2.6,02/13/2019,5.4,3.4,141,OK712104,Region #2,4.1,2126.3,2112.5,2115.1
GD341420,2.8,06/18/2019,21.6,3.1,194,OK712104,Region #2,8.6,2925.5,2899.1,2902
GD341420,2.8,04/02/2019,39.4,2.9,128,OK712104,Region #2,13.5,1930.2,1891.8,1893.7
GD341420,2.8,01/07/2019,39.5,3,189,OK712104,Region #2,13.5,2850.1,2809.3,2813.5
GD341420,2.8,03/15/2019,12.5,3.6,185,OK712104,Region #2,6.2,2789.8,2767.7,2773
GJ331220,3.1,04/17/2019,20.7,2.7,183,OK712104,Region #2,8.7,2759.6,2736.6,2736.1
GJ331220,3.1,03/24/2019,35.8,3.2,128,OK712104,Region #2,12.8,1930.2,1889.5,1895.6
KH102813,1.2,03/24/2019,47.7,3.7,153,OK712104,Region #2,14.1,2307.2,2255.8,2269
KH102813,1.2,06/08/2019,18.5,3.1,185,OK712104,Region #2,6.2,2789.8,2770.4,2772.9
KH102813,1.2,07/08/2019,31,2.1,148,OK712104,Region #2,9.6,2231.8,2211.6,2205.8
KH102813,1.2,11/10/2019,28.9,2.6,132,OK712104,Region #2,9,1990.6,1967.5,1966.1
KQ264020,2.9,07/01/2019,39.4,3.5,164,OK712104,Region #2,13.6,2473.1,2425.9,2436.3
NC103116,2.3,07/19/2019,30.7,3,132,OK712104,Region #2,10.6,1990.6,1958.3,1961.8
BQ261014,2.6,07/22/2019,13.1,2.8,162,OK712105,Region #2,6.2,2443,2425.9,2426.2
DX301310,3.9,01/01/2019,25.3,3.5,97,OK712105,Region #2,10.7,1462.8,1425.4,1433.6
DX301310,3.9,04/05/2019,10.3,2.8,120,OK712105,Region #2,6.7,1809.6,1790.8,1791.5
EC423810,3.7,06/11/2019,8.6,3.2,105,OK712105,Region #2,6,1583.4,1564,1567.1
GJ331220,3.1,08/20/2019,28.6,3.4,140,OK712105,Region #2,10.8,2111.2,2074,2081.8
MA101120,2.1,01/03/2019,37.8,3.1,153,OK712105,Region #2,12.4,2307.2,2269.2,2273.7
QH401919,2.4,07/21/2019,23.5,3,98,OK712105,Region #2,8.7,1477.8,1451.8,1454.1
QH401919,2.4,02/06/2019,33.4,3,113,OK712105,Region #2,11.4,1704,1670.1,1673.1
DA251912,2.4,05/08/2019,26.7,3.3,115,OK712108,Region #2,9.6,1734.2,1703,1708.2
DG282516,2.8,03/05/2019,27.9,2.9,151,OK712108,Region #2,10.3,2277.1,2246.8,2249
DM481414,2.6,08/15/2019,50.4,2.3,173,OK712108,Region #2,16.2,2608.8,2571,2565
DX301310,3.9,11/20/2019,26.5,3.8,90,OK712108,Region #2,11.1,1357.2,1315.6,1327.2
EC423810,3.7,08/15/2019,13.8,3.1,121,OK712108,Region #2,7.4,1824.7,1801.7,1804.5
FD311219,2.6,11/09/2019,48.4,3.1,181,OK712108,Region #2,15.7,2729.5,2681.2,2686.8
FD311219,2.6,12/16/2019,37.8,3,98,OK712108,Region #2,12.8,1477.8,1438.7,1443
GJ331220,3.1,05/20/2019,27.5,3.2,161,OK712108,Region #2,10.5,2427.9,2394,2399.3
KH102813,1.2,03/23/2019,12.6,2.6,126,OK712108,Region #2,4.6,1900.1,1888.3,1887.6
MA101120,2.1,03/19/2019,46.9,3.5,119,OK712108,Region #2,14.8,1794.5,1742.2,1754.3
NC103116,2.3,12/12/2019,12.7,3.4,188,OK712108,Region #2,5.7,2835,2815.7,2819.5
NC103116,2.3,10/14/2019,42.3,3.5,142,OK712108,Region #2,13.7,2141.4,2093.2,2104.1
QH401919,2.4,04/22/2019,14.9,3,114,OK712108,Region #2,6.4,1719.1,1700,1701.7
BQ261014,2.6,05/09/2019,27.9,3.1,192,OK712112,Region #2,10.2,2895.4,2864.3,2867.7
DG282516,2.8,05/06/2019,9.9,2.9,98,OK712112,Region #2,5.5,1477.8,1461.9,1463
DM481414,2.6,02/04/2019,32.7,2.5,169,OK712112,Region #2,11.4,2548.5,2520.2,2517.6
FD311219,2.6,04/19/2019,15.3,2.5,96,OK712112,Region #2,6.8,1447.7,1430.4,1429.3
FD311219,2.6,12/02/2019,25.5,3.2,187,OK712112,Region #2,9.5,2820,2789.9,2794.1
MA101120,2.1,11/11/2019,25.9,2.6,146,OK712112,Region #2,9.2,2201.7,2177.8,2176.8
BQ261014,2.6,02/16/2019,27.8,3.8,193,OK712114,Region #2,10.1,2910.4,2872.2,2882.9
DM481414,2.6,01/01/2019,16.8,3.7,175,OK712114,Region #2,7.1,2639,2612.7,2619.7
DX301310,3.9,02/06/2019,22.4,3,160,OK712114,Region #2,10,2412.8,2383.3,2385.8
FD311219,2.6,04/12/2019,12.9,2.6,159,OK712114,Region #2,6.1,2397.7,2381.6,2381.1
GJ331220,3.1,01/19/2019,47.7,2.8,94,OK712114,Region #2,16,1417.5,1372.6,1374.1
QH401919,2.4,03/21/2019,8.3,2.8,136,OK712114,Region #2,4.6,2050.9,2037.9,2038.3
BQ261014,2.6,11/24/2019,25.2,3.1,123,OK712121,Region #2,9.4,1854.8,1825.4,1829.2
DA251912,2.4,06/23/2019,15.9,2.9,174,OK712121,Region #2,6.7,2623.9,2604.8,2605.8
DG282516,2.8,08/15/2019,14.9,2.9,179,OK712121,Region #2,6.8,2699.3,2679.8,2680.8
DM481414,2.6,04/09/2019,24.8,3,191,OK712121,Region #2,9.2,2880.3,2852.3,2855.2
FD311219,2.6,11/23/2019,45.8,2.7,176,OK712121,Region #2,15,2654.1,2613.8,2613.3
GD341420,2.8,03/22/2019,26.1,2.8,100,OK712121,Region #2,9.9,1508,1480.2,1481.2
GD341420,2.8,07/25/2019,44.4,2.8,191,OK712121,Region #2,14.8,2880.3,2839.5,2840
GD341420,2.8,02/17/2019,20.6,2.8,135,OK712121,Region #2,8.4,2035.8,2012.2,2013
GD341420,2.8,02/02/2019,46.3,3.2,103,OK712121,Region #2,15.3,1553.2,1504.3,1511.6
GD341420,2.8,08/25/2019,18.7,3.7,126,OK712121,Region #2,7.9,1900.1,1871,1878.7
GD341420,2.8,10/25/2019,9.8,3.1,102,OK712121,Region #2,5.5,1538.2,1521.2,1523.3
GD341420,2.8,09/01/2019,29.6,3.1,156,OK712121,Region #2,10.8,2352.5,2318.7,2323.2
KH102813,1.2,01/16/2019,17.6,3.4,182,OK712121,Region #2,6,2744.6,2724.1,2728.4
KH102813,1.2,11/11/2019,47.2,2.8,145,OK712121,Region #2,14,2186.6,2147.4,2148.7
MA101120,2.1,04/07/2019,30.1,3.3,189,OK712121,Region #2,10.3,2850.1,2816.6,2822.2
MA101120,2.1,08/19/2019,12.3,3,138,OK712121,Region #2,5.5,2081,2064.8,2066.2
NC103116,2.3,02/06/2019,21.7,3.2,143,OK712121,Region #2,8.2,2156.4,2130.2,2134.3
QH401919,2.4,09/05/2019,20.1,3.7,128,OK712121,Region #2,7.8,1930.2,1901.6,1909
DA251912,2.4,12/01/2019,19.7,3.1,115,OK712131,Region #2,7.7,1734.2,1710.2,1713.3
DM481414,2.6,09/15/2019,23.9,3.2,186,OK712131,Region #2,9,2804.9,2775.9,2780.4
EC423810,3.7,12/10/2019,32.4,2.1,159,OK712131,Region #2,12.4,2397.7,2371.5,2363.9
EC423810,3.7,07/23/2019,26.4,2.7,147,OK712131,Region #2,10.8,2216.8,2187.6,2187.4
FD311219,2.6,11/01/2019,8.2,3.2,145,OK712131,Region #2,4.9,2186.6,2171,2173.4
FD311219,2.6,10/04/2019,29.9,2.3,176,OK712131,Region #2,10.7,2654.1,2629,2625
GJ331220,3.1,09/01/2019,29.4,3.9,153,OK712131,Region #2,11,2307.2,2264.7,2277.3
KQ264020,2.9,08/05/2019,30.2,2.2,164,OK712131,Region #2,11.1,2473.1,2449.2,2443
KQ264020,2.9,05/02/2019,17.4,2.8,125,OK712131,Region #2,7.6,1885,1863.5,1864.3
MA101120,2.1,04/06/2019,9.9,3.3,152,OK712131,Region #2,4.8,2292.2,2276.1,2279.1
MA101120,2.1,10/04/2019,23.6,3.4,92,OK712131,Region #2,8.5,1387.4,1358.7,1364.2
MA101120,2.1,07/25/2019,6.5,3.1,133,OK712131,Region #2,3.9,2005.6,1993.5,1995
QH401919,2.4,04/21/2019,49.4,3.2,115,OK712131,Region #2,15.7,1734.2,1684.2,1691.5
BQ261014,2.6,12/01/2019,11.5,3,136,OK712136,Region #2,5.7,2050.9,2033.8,2035.3
BQ261014,2.6,12/13/2019,12.5,2.7,177,OK712136,Region #2,6,2669.2,2653.2,2652.8
DG282516,2.8,10/12/2019,35.2,3.4,140,OK712136,Region #2,12.3,2111.2,2069.8,2077.8
EC423810,3.7,10/05/2019,30.8,2.6,96,OK712136,Region #2,12,1447.7,1416.1,1415.1
GD341420,2.8,05/15/2019,18.1,3.1,143,OK712136,Region #2,7.7,2156.4,2132.4,2135.5
GD341420,2.8,08/18/2019,39.1,2.7,132,OK712136,Region #2,13.4,1990.6,1954.4,1954.2
GD341420,2.8,08/03/2019,32.2,2.8,97,OK712136,Region #2,11.5,1462.8,1430.4,1431.5
KQ264020,2.9,09/20/2019,35.5,3.1,188,OK712136,Region #2,12.5,2835,2796.1,2801.1
KQ264020,2.9,10/24/2019,27.6,3.2,129,OK712136,Region #2,10.4,1945.3,1912.5,1917.2
KQ264020,2.9,02/13/2019,50.3,2.5,97,OK712136,Region #2,16.5,1462.8,1420.7,1418
MA101120,2.1,06/23/2019,49.2,3.2,129,OK712136,Region #2,15.4,1945.3,1896.3,1903.4
BQ261014,2.6,10/08/2019,29.7,3.1,120,OK712137,Region #2,10.7,1809.6,1776.6,1780.6
DG282516,2.8,02/12/2019,8.4,2.8,185,OK712137,Region #2,5,2789.8,2775.9,2776.1
DM481414,2.6,10/02/2019,8.1,2.8,140,OK712137,Region #2,4.7,2111.2,2097.9,2098.3
DX301310,3.9,01/21/2019,47.7,3.1,155,OK712137,Region #2,16.8,2337.4,2285.8,2291.8
DX301310,3.9,08/23/2019,41.3,2.9,104,OK712137,Region #2,15.1,1568.3,1525.2,1527.4
DX301310,3.9,04/22/2019,20.6,2.5,113,OK712137,Region #2,9.5,1704,1680.1,1678.3
FD311219,2.6,11/24/2019,20.1,3.4,142,OK712137,Region #2,8.1,2141.4,2114.2,2119.4
GD341420,2.8,04/15/2019,43,3.3,183,OK712137,Region #2,14.4,2759.6,2712.5,2720.4
GJ331220,3.1,08/08/2019,12.7,2.7,187,OK712137,Region #2,6.5,2820,2802.3,2802.2
GJ331220,3.1,01/10/2019,21.6,2.6,107,OK712137,Region #2,8.9,1613.6,1590.7,1589.3
GJ331220,3.1,09/10/2019,15.4,2.8,162,OK712137,Region #2,7.3,2443,2422.7,2423.2
KQ264020,2.9,01/02/2019,20.4,2.7,177,OK712137,Region #2,8.4,2669.2,2646.8,2646.3
KQ264020,2.9,05/22/2019,23,2.7,93,OK712137,Region #2,9.1,1402.4,1377.9,1377.7
MA101120,2.1,08/18/2019,6,2.8,135,OK712137,Region #2,3.8,2035.8,2025.2,2025.5
NC103116,2.3,05/17/2019,41.8,3.1,182,OK712137,Region #2,13.6,2744.6,2702,2707.6
NC103116,2.3,11/25/2019,14.5,2.6,159,OK712137,Region #2,6.2,2397.7,2381.8,2380.8
DG282516,2.8,08/21/2019,25.2,2.6,103,OK712145,Region #2,9.6,1553.2,1528,1527.2
EC423810,3.7,05/04/2019,18.2,2.9,160,OK712145,Region #2,8.6,2412.8,2388.2,2389.5
EC423810,3.7,06/05/2019,50,3.1,144,OK712145,Region #2,17.2,2171.5,2118.6,2124.8
NC103116,2.3,11/12/2019,32.3,3.7,175,OK712145,Region #2,11,2639,2598.6,2609
NC103116,2.3,02/04/2019,11.8,2.8,93,OK712145,Region #2,5.5,1402.4,1387.3,1387.5
BQ261014,2.6,03/25/2019,44.3,2.9,162,OK712148,Region #2,14.6,2443,2400.1,2403.3
